question,chunk_id,doc_id
How far back can Cloud Pro users and other users see previous workflow versions?,build/manage-workflows/view-change-history#0,build/manage-workflows/view-change-history
What can I use workflow history for in n8n?,build/manage-workflows/view-change-history#0,build/manage-workflows/view-change-history
How can I check whether a number is odd in n8n?,build/work-with-data/transform-data/expression-reference/number#7,build/work-with-data/transform-data/expression-reference/number
What does Number.isOdd() return when the value is odd?,build/work-with-data/transform-data/expression-reference/number#7,build/work-with-data/transform-data/expression-reference/number
"Will this function work on decimal numbers, or does it require a whole number?",build/work-with-data/transform-data/expression-reference/number#7,build/work-with-data/transform-data/expression-reference/number
How can I rename a field across every object in an array using the array helper?,build/work-with-data/transform-data/expression-reference/array#25,build/work-with-data/transform-data/expression-reference/array
"If I need to rename several object properties at once, how do I pass those mappings in?",build/work-with-data/transform-data/expression-reference/array#25,build/work-with-data/transform-data/expression-reference/array
What does this array method return after changing the key names in its objects?,build/work-with-data/transform-data/expression-reference/array#25,build/work-with-data/transform-data/expression-reference/array
When should I use a data transformation node instead of writing the logic by hand?,build/work-with-data/expressions-versus-data-nodes#2,build/work-with-data/expressions-versus-data-nodes
Can AI help draft a transformation that I can run directly in a node or tweak in a Code node?,build/work-with-data/expressions-versus-data-nodes#2,build/work-with-data/expressions-versus-data-nodes
"Which built-in nodes are available for grouping, trimming, deduplicating, sorting, splitting, or summarizing data?",build/work-with-data/expressions-versus-data-nodes#2,build/work-with-data/expressions-versus-data-nodes
"When I add a new Canvas Group in n8n, does it get a default label, and can I change it right away?",build/understand-workflows/workflow-components/canvas-groups#2,build/understand-workflows/workflow-components/canvas-groups
How do I rename an existing Canvas Group after it has been created?,build/understand-workflows/workflow-components/canvas-groups#2,build/understand-workflows/workflow-components/canvas-groups
Is it allowed to leave a Canvas Group without a name?,build/understand-workflows/workflow-components/canvas-groups#2,build/understand-workflows/workflow-components/canvas-groups
"How can I get the first item in an array that matches a condition, and what happens if nothing matches?",build/work-with-data/transform-data/expression-reference#2,build/work-with-data/transform-data/expression-reference
"If I only want every matching entry from an array, which array method should I use instead?",build/work-with-data/transform-data/expression-reference#2,build/work-with-data/transform-data/expression-reference
"Which array function tells me whether an array contains a value, and can I choose where it starts searching?",build/work-with-data/transform-data/expression-reference#2,build/work-with-data/transform-data/expression-reference
Which nodes are documented as only running a single time instead of once per incoming item?,build/flow-logic/loop#3,build/flow-logic/loop
How should I deal with pagination when using the HTTP Request node?,build/flow-logic/loop#3,build/flow-logic/loop
For which database actions does Microsoft SQL run just once?,build/flow-logic/loop#3,build/flow-logic/loop
What are the different ways n8n suggests for creating workflows?,build/ways-of-building-workflows#0,build/ways-of-building-workflows
Which guide should I open if I want to start building with a pre-made workflow instead of from scratch?,build/ways-of-building-workflows#0,build/ways-of-building-workflows
Where can I find the docs for using the AI assistant or chat-based workflow help?,build/ways-of-building-workflows#0,build/ways-of-building-workflows
What are the main differences between n8n Cloud and self-hosted when it comes to setup and ongoing maintenance?,get-started/choose-how-to-use-n8n#2,get-started/choose-how-to-use-n8n
"If I want full control over the deployment and more room to tailor n8n, should I go with the cloud version or self-hosted?",get-started/choose-how-to-use-n8n#2,get-started/choose-how-to-use-n8n
"Which option is better if I want to start quickly, and which one is more suitable for a customized production setup?",get-started/choose-how-to-use-n8n#2,get-started/choose-how-to-use-n8n
How can I get the JSON from the item currently being processed in a node?,build/work-with-data/reference-data/reference-previous-nodes#2,build/work-with-data/reference-data/reference-previous-nodes
"What ways are there to read the first, last, or every incoming item in the current node?",build/work-with-data/reference-data/reference-previous-nodes#2,build/work-with-data/reference-data/reference-previous-nodes
"Which input helpers work in the Code node, and which ones are not supported there?",build/work-with-data/reference-data/reference-previous-nodes#2,build/work-with-data/reference-data/reference-previous-nodes
How do I assign several custom data fields to an execution at once with `$execution.customData`?,build/work-with-data/transform-data/expression-reference/customdata#3,build/work-with-data/transform-data/expression-reference/customdata
What kind of argument does `setAll()` expect when setting execution custom data?,build/work-with-data/transform-data/expression-reference/customdata#3,build/work-with-data/transform-data/expression-reference/customdata
"Why would I use `setAll()` on execution custom data, and what does it help with?",build/work-with-data/transform-data/expression-reference/customdata#3,build/work-with-data/transform-data/expression-reference/customdata
When should I use an expression instead of a code node or one of the transformation nodes?,build/work-with-data/expressions-versus-data-nodes#0,build/work-with-data/expressions-versus-data-nodes
What kinds of data tasks are best handled by the code node versus simple expressions?,build/work-with-data/expressions-versus-data-nodes#0,build/work-with-data/expressions-versus-data-nodes
"Which data transformation option can create code from plain language, and is it available in Cloud or self-hosted?",build/work-with-data/expressions-versus-data-nodes#0,build/work-with-data/expressions-versus-data-nodes
How does this setup let me get data from an external API into my AI in n8n?,build/integrate-ai/ai-examples/call-apis#0,build/integrate-ai/ai-examples/call-apis
Which node provides the chat interface in this workflow?,build/integrate-ai/ai-examples/call-apis#0,build/integrate-ai/ai-examples/call-apis
What does the second workflow do before it sends the API request?,build/integrate-ai/ai-examples/call-apis#0,build/integrate-ai/ai-examples/call-apis
How do metric-based evaluations help when you need to assess a workflow on a larger set of examples than during initial development?,build/integrate-ai/test-and-improve-ai-workflows/use-metrics-to-measure-quality#0,build/integrate-ai/test-and-improve-ai-workflows/use-metrics-to-measure-quality
"What kinds of plan access are required to use metric-based evaluations, and are there any exceptions for community or Starter users?",build/integrate-ai/test-and-improve-ai-workflows/use-metrics-to-measure-quality#0,build/integrate-ai/test-and-improve-ai-workflows/use-metrics-to-measure-quality
"Do all metric-based checks need a reference answer in the dataset, or can some work without one?",build/integrate-ai/test-and-improve-ai-workflows/use-metrics-to-measure-quality#0,build/integrate-ai/test-and-improve-ai-workflows/use-metrics-to-measure-quality
How does the Number.ceil() method change a decimal value?,build/work-with-data/transform-data/expression-reference/number#1,build/work-with-data/transform-data/expression-reference/number
What result do you get if you call ceil() on 1.234?,build/work-with-data/transform-data/expression-reference/number#1,build/work-with-data/transform-data/expression-reference/number
Does Number.ceil() return a whole number or something else?,build/work-with-data/transform-data/expression-reference/number#1,build/work-with-data/transform-data/expression-reference/number
How can I check in n8n whether an object has any fields set?,build/work-with-data/transform-data/expression-reference/object#3,build/work-with-data/transform-data/expression-reference/object
What does the object helper return when the object contains at least one property?,build/work-with-data/transform-data/expression-reference/object#3,build/work-with-data/transform-data/expression-reference/object
"If I call this on an empty object, what Boolean result should I expect?",build/work-with-data/transform-data/expression-reference/object#3,build/work-with-data/transform-data/expression-reference/object
How do I turn a regular JavaScript Date into a Luxon DateTime in an expression or in the Code node?,build/work-with-data/handle-special-data-types/work-with-dates-and-times#4,build/work-with-data/handle-special-data-types/work-with-dates-and-times
"What’s the recommended way to parse a date string into Luxon, especially if it’s in ISO format?",build/work-with-data/handle-special-data-types/work-with-dates-and-times#4,build/work-with-data/handle-special-data-types/work-with-dates-and-times
"Why can’t I rely on JavaScript’s automatic string-to-date conversion when working with Luxon, and what should I use instead?",build/work-with-data/handle-special-data-types/work-with-dates-and-times#4,build/work-with-data/handle-special-data-types/work-with-dates-and-times
What does the DateTime weekNumber value represent?,build/work-with-data/transform-data/expression-reference/datetime#36,build/work-with-data/transform-data/expression-reference/datetime
How do I access the week number from a DateTime value?,build/work-with-data/transform-data/expression-reference/datetime#36,build/work-with-data/transform-data/expression-reference/datetime
What kind of result do I get when I read DateTime.weekNumber?,build/work-with-data/transform-data/expression-reference/datetime#36,build/work-with-data/transform-data/expression-reference/datetime
How do I pull a nested field like the city from incoming JSON in an n8n expression?,build/work-with-data/transform-data/expressions-for-data-transformation#1,build/work-with-data/transform-data/expressions-for-data-transformation
"Can I use workflow expressions inside credential settings, and what data can they see?",build/work-with-data/transform-data/expressions-for-data-transformation#1,build/work-with-data/transform-data/expressions-for-data-transformation
"If a webhook receives a token, how is that token resolved when used in a credential expression?",build/work-with-data/transform-data/expressions-for-data-transformation#1,build/work-with-data/transform-data/expressions-for-data-transformation
"Where can I look through workflows that are available to me, and what shows up there depending on the project I’m in?",build/manage-workflows/share-with-others#2,build/manage-workflows/share-with-others
"As a regular user versus an instance owner or admin, which workflows do I see in the workflow list?",build/manage-workflows/share-with-others#2,build/manage-workflows/share-with-others
"If I open a different project, will I see only that project’s workflows or also workflows from elsewhere?",build/manage-workflows/share-with-others#2,build/manage-workflows/share-with-others
How do I turn a Base64 text value back into readable text with a String method in n8n?,build/work-with-data/transform-data/expression-reference/string#0,build/work-with-data/transform-data/expression-reference/string
"What does the `base64Decode()` String function return, and can you show a simple example of it?",build/work-with-data/transform-data/expression-reference/string#0,build/work-with-data/transform-data/expression-reference/string
Is there a built-in n8n String helper for converting an encoded string into plain text?,build/work-with-data/transform-data/expression-reference/string#0,build/work-with-data/transform-data/expression-reference/string
"How can I turn an array into text, and change the delimiter instead of using commas?",build/work-with-data/transform-data/expression-reference#5,build/work-with-data/transform-data/expression-reference
What does the array union method do with two arrays and duplicate values?,build/work-with-data/transform-data/expression-reference#5,build/work-with-data/transform-data/expression-reference
How do I remove repeated items from an array?,build/work-with-data/transform-data/expression-reference#5,build/work-with-data/transform-data/expression-reference
"What does MCP do for connecting AI apps to outside systems, and what roles does it define?",build/ways-of-building-workflows/connect-to-n8n-mcp-server#1,build/ways-of-building-workflows/connect-to-n8n-mcp-server
"In n8n, what is the built-in MCP server used for?",build/ways-of-building-workflows/connect-to-n8n-mcp-server#1,build/ways-of-building-workflows/connect-to-n8n-mcp-server
Which kinds of apps or agents can act as MCP clients and talk to the server?,build/ways-of-building-workflows/connect-to-n8n-mcp-server#1,build/ways-of-building-workflows/connect-to-n8n-mcp-server
What role does a trigger node play in a workflow when it’s running in production?,build/understand-workflows/understand-executions/types-of-executions#5,build/understand-workflows/understand-executions/types-of-executions
"Do production workflows need a trigger, or can they run without one?",build/understand-workflows/understand-executions/types-of-executions#5,build/understand-workflows/understand-executions/types-of-executions
What is the canvas used for in n8n’s editor?,build/understand-workflows/understand-executions/types-of-executions#5,build/understand-workflows/understand-executions/types-of-executions
What does the body field in the last HTTP response contain?,build/work-with-data/transform-data/expression-reference/httpresponse#0,build/work-with-data/transform-data/expression-reference/httpresponse
Which node can use the body property from the most recent HTTP response?,build/work-with-data/transform-data/expression-reference/httpresponse#0,build/work-with-data/transform-data/expression-reference/httpresponse
What type of value do you get back from the response body field?,build/work-with-data/transform-data/expression-reference/httpresponse#0,build/work-with-data/transform-data/expression-reference/httpresponse
How does the floor method change a decimal number?,build/work-with-data/transform-data/expression-reference/number#2,build/work-with-data/transform-data/expression-reference/number
What value would 1.234 become after calling floor()?,build/work-with-data/transform-data/expression-reference/number#2,build/work-with-data/transform-data/expression-reference/number
"What does Number.floor() return, and what does it do to the input?",build/work-with-data/transform-data/expression-reference/number#2,build/work-with-data/transform-data/expression-reference/number
How can I change data directly inside a node without writing a full script?,build/work-with-data/transform-data/approaches-for-transforming-data#1,build/work-with-data/transform-data/approaches-for-transforming-data
When should I use the Code node or the AI Transform node instead of expressions?,build/work-with-data/transform-data/approaches-for-transforming-data#1,build/work-with-data/transform-data/approaches-for-transforming-data
"Which n8n nodes are meant for common data reshaping tasks like grouping, splitting, sorting, or removing duplicates?",build/work-with-data/transform-data/approaches-for-transforming-data#1,build/work-with-data/transform-data/approaches-for-transforming-data
How can I get just the path part from a URL string in n8n?,build/work-with-data/transform-data/expression-reference/string#6,build/work-with-data/transform-data/expression-reference/string
What does the string helper return if there isn’t any URL in the text?,build/work-with-data/transform-data/expression-reference/string#6,build/work-with-data/transform-data/expression-reference/string
"If my text has extra words around a link, what should I do before pulling out the path?",build/work-with-data/transform-data/expression-reference/string#6,build/work-with-data/transform-data/expression-reference/string
How can I get the character count of a string in n8n expressions?,build/work-with-data/transform-data/expression-reference/string#16,build/work-with-data/transform-data/expression-reference/string
What does the `.length` property return for a text value?,build/work-with-data/transform-data/expression-reference/string#16,build/work-with-data/transform-data/expression-reference/string
Can you give an example of checking how many characters are in a string?,build/work-with-data/transform-data/expression-reference/string#16,build/work-with-data/transform-data/expression-reference/string
How are AI chains in n8n different from AI agents when it comes to keeping earlier conversation context?,build/integrate-ai/understand-ai-components/what-chains-do#2,build/integrate-ai/understand-ai-components/what-chains-do
"What does ‘memory’ mean in an AI setup, and why is it useful for ongoing chats with an agent?",build/integrate-ai/understand-ai-components/what-chains-do#2,build/integrate-ai/understand-ai-components/what-chains-do
"What is a vector store used for, and how does it work together with embeddings and retrievers?",build/integrate-ai/understand-ai-components/what-chains-do#2,build/integrate-ai/understand-ai-components/what-chains-do
"How do I turn a plain string into something I can safely place inside a JSON object, with quotes and special characters handled for me?",build/work-with-data/transform-data/expression-reference/string#32,build/work-with-data/transform-data/expression-reference/string
Is there a string helper in n8n that works like JavaScript JSON.stringify() for escaping text and adding surrounding quotes?,build/work-with-data/transform-data/expression-reference/string#32,build/work-with-data/transform-data/expression-reference/string
What does the toJsonString() method return when a string contains quotation marks or line breaks?,build/work-with-data/transform-data/expression-reference/string#32,build/work-with-data/transform-data/expression-reference/string
"What is retrieval-augmented generation, and why would you use it with an LLM?",build/integrate-ai/understand-ai-components/retrieve-relevant-context#6,build/integrate-ai/understand-ai-components/retrieve-relevant-context
How do grounded and ungrounded answers differ in a RAG setup?,build/integrate-ai/understand-ai-components/retrieve-relevant-context#6,build/integrate-ai/understand-ai-components/retrieve-relevant-context
What role do embeddings and a vector store play when an AI needs to answer from external data?,build/integrate-ai/understand-ai-components/retrieve-relevant-context#6,build/integrate-ai/understand-ai-components/retrieve-relevant-context
How can I get the biggest value from an array in n8n?,build/work-with-data/transform-data/expression-reference/array#18,build/work-with-data/transform-data/expression-reference/array
What does `Array.max()` return if the array contains anything that isn’t a number?,build/work-with-data/transform-data/expression-reference/array#18,build/work-with-data/transform-data/expression-reference/array
"What is the output type of `Array.max()`, and can you show a simple example of it?",build/work-with-data/transform-data/expression-reference/array#18,build/work-with-data/transform-data/expression-reference/array
"Why do date and time values sometimes turn into text when they move between n8n nodes, and what should I watch out for if I need to do calculations on them?",build/work-with-data/handle-special-data-types/work-with-dates-and-times#1,build/work-with-data/handle-special-data-types/work-with-dates-and-times
"In n8n, which date-handling method is preferred, and why can plain JavaScript's built-in date object cause problems?",build/work-with-data/handle-special-data-types/work-with-dates-and-times#1,build/work-with-data/handle-special-data-types/work-with-dates-and-times
"How should I turn a date string into a date when using Luxon, and how is that different from using JavaScript's built-in date parsing?",build/work-with-data/handle-special-data-types/work-with-dates-and-times#1,build/work-with-data/handle-special-data-types/work-with-dates-and-times
When should I use an expression instead of adding another node in my workflow?,build/work-with-data/expressions-versus-data-nodes#1,build/work-with-data/expressions-versus-data-nodes
What kinds of things make the Code node a better choice than an expression?,build/work-with-data/expressions-versus-data-nodes#1,build/work-with-data/expressions-versus-data-nodes
"What is the AI Transform node for, and how does the code it creates get used?",build/work-with-data/expressions-versus-data-nodes#1,build/work-with-data/expressions-versus-data-nodes
"What kinds of chain nodes does n8n offer, and what is each one used for?",build/integrate-ai/understand-ai-components/what-chains-do#1,build/integrate-ai/understand-ai-components/what-chains-do
Which chain should I use if I want a workflow that can answer questions about a set of documents?,build/integrate-ai/understand-ai-components/what-chains-do#1,build/integrate-ai/understand-ai-components/what-chains-do
"Can n8n chain nodes keep track of earlier user messages, or do I need something else for that?",build/integrate-ai/understand-ai-components/what-chains-do#1,build/integrate-ai/understand-ai-components/what-chains-do
How do I get the lowest numeric value from an array in n8n?,build/work-with-data/transform-data/expression-reference/array#19,build/work-with-data/transform-data/expression-reference/array
What does the array min() method return?,build/work-with-data/transform-data/expression-reference/array#19,build/work-with-data/transform-data/expression-reference/array
Will array min() fail if the list contains anything other than numbers?,build/work-with-data/transform-data/expression-reference/array#19,build/work-with-data/transform-data/expression-reference/array
"How do I set up binary file handling for my self-hosted n8n instance, including where files are saved and which storage option it uses?",build/work-with-data/handle-special-data-types/work-with-files-and-images#2,build/work-with-data/handle-special-data-types/work-with-files-and-images
What impact can my binary-data configuration have on scaling in self-hosted n8n?,build/work-with-data/handle-special-data-types/work-with-files-and-images#2,build/work-with-data/handle-special-data-types/work-with-files-and-images
"If I want to stop workflows from reading or writing binary content, which environment variable should I use?",build/work-with-data/handle-special-data-types/work-with-files-and-images#2,build/work-with-data/handle-special-data-types/work-with-files-and-images
How do I make text bold or italic in a Sticky Note?,build/understand-workflows/workflow-components/add-notes-and-documentation#4,build/understand-workflows/workflow-components/add-notes-and-documentation
"What symbol should I use to create a heading in a Sticky Note, and what does a single # do?",build/understand-workflows/workflow-components/add-notes-and-documentation#4,build/understand-workflows/workflow-components/add-notes-and-documentation
Which Markdown formatting options are supported in Sticky Notes?,build/understand-workflows/workflow-components/add-notes-and-documentation#4,build/understand-workflows/workflow-components/add-notes-and-documentation
How do I set the NASA node to start the report one week before today?,get-started/build-your-first-workflow#5,get-started/build-your-first-workflow
What expression should I enter to make the start date seven days in the past?,get-started/build-your-first-workflow#5,get-started/build-your-first-workflow
"After adding the date expression, how can I test that the node returns solar flare data correctly?",get-started/build-your-first-workflow#5,get-started/build-your-first-workflow
How can I start a workflow when a file changes on my local machine?,build/work-with-data/handle-special-data-types/work-with-files-and-images#1,build/work-with-data/handle-special-data-types/work-with-files-and-images
What should I use if I need to split binary items up or join them together?,build/work-with-data/handle-special-data-types/work-with-files-and-images#1,build/work-with-data/handle-special-data-types/work-with-files-and-images
Which node lets me access and work with binary content directly in a workflow?,build/work-with-data/handle-special-data-types/work-with-files-and-images#1,build/work-with-data/handle-special-data-types/work-with-files-and-images
How can I tell in the workflow canvas that a node has outdated data?,build/understand-workflows/understand-executions/understand-dirty-nodes#1,build/understand-workflows/understand-executions/understand-dirty-nodes
What visual change shows up in the node editor when a node’s output is stale?,build/understand-workflows/understand-executions/understand-dirty-nodes#1,build/understand-workflows/understand-executions/understand-dirty-nodes
"If I hover over the warning icon in the output panel, what kind of information does it provide?",build/understand-workflows/understand-executions/understand-dirty-nodes#1,build/understand-workflows/understand-executions/understand-dirty-nodes
How can I run a workflow manually while I’m testing it?,build/understand-workflows/understand-executions#0,build/understand-workflows/understand-executions
What’s the difference between manual and production execution in n8n?,build/understand-workflows/understand-executions#0,build/understand-workflows/understand-executions
How do I put a workflow into production so it runs on its own?,build/understand-workflows/understand-executions#0,build/understand-workflows/understand-executions
Which AI component pages are included in this overview section?,build/integrate-ai/understand-ai-components#0,build/integrate-ai/understand-ai-components
"Where can I read about how chains, agents, memory, and tools work in this docs set?",build/integrate-ai/understand-ai-components#0,build/integrate-ai/understand-ai-components
"Which linked docs cover vector storage, context retrieval, and the difference between agents and chains?",build/integrate-ai/understand-ai-components#0,build/integrate-ai/understand-ai-components
How can I make an AI agent wait for a person to sign off before it runs a particular tool?,build/integrate-ai/ai-examples/human-in-the-loop-for-tools#0,build/integrate-ai/ai-examples/human-in-the-loop-for-tools
What happens in the workflow when a tool is set up to need human review?,build/integrate-ai/ai-examples/human-in-the-loop-for-tools#0,build/integrate-ai/ai-examples/human-in-the-loop-for-tools
Which kinds of AI actions are good candidates for this extra approval step?,build/integrate-ai/ai-examples/human-in-the-loop-for-tools#0,build/integrate-ai/ai-examples/human-in-the-loop-for-tools
How do I open the templates library in n8n?,build/ways-of-building-workflows/use-templates#1,build/ways-of-building-workflows/use-templates
What happens when I use n8n’s built-in template library?,build/ways-of-building-workflows/use-templates#1,build/ways-of-building-workflows/use-templates
"If my company provides its own template library, what can I do inside the app?",build/ways-of-building-workflows/use-templates#1,build/ways-of-building-workflows/use-templates
"What can the Chat user role do, and what can’t people in that role do by default?",build/ways-of-building-workflows/chat-hub#3,build/ways-of-building-workflows/chat-hub
Which n8n plans include the Chat user role?,build/ways-of-building-workflows/chat-hub#3,build/ways-of-building-workflows/chat-hub
"What controls do admins have over model and provider access in Chat Hub, and where do they change those settings?",build/ways-of-building-workflows/chat-hub#3,build/ways-of-building-workflows/chat-hub
How can I turn a string into a DateTime value in n8n?,build/work-with-data/transform-data/expression-reference/string#31,build/work-with-data/transform-data/expression-reference/string
Which text date/time formats does `toDateTime()` accept out of the box?,build/work-with-data/transform-data/expression-reference/string#31,build/work-with-data/transform-data/expression-reference/string
"If my date string is in a custom format, what should I use instead of `toDateTime()`?",build/work-with-data/transform-data/expression-reference/string#31,build/work-with-data/transform-data/expression-reference/string
How can I use a reduction to turn an array of letters into one uppercase string?,build/work-with-data/transform-data/expression-reference/array#23,build/work-with-data/transform-data/expression-reference/array
Can you show the reduce syntax for combining items with an arrow function and starting from an empty string?,build/work-with-data/transform-data/expression-reference/array#23,build/work-with-data/transform-data/expression-reference/array
"What does the reduce example return when it concatenates and uppercases ['a', 'b', 'c']?",build/work-with-data/transform-data/expression-reference/array#23,build/work-with-data/transform-data/expression-reference/array
How do I configure the HTTP Request node to pass a page-size value in the request query?,build/code-in-n8n/cookbook/http-request-node/pagination#4,build/code-in-n8n/cookbook/http-request-node/pagination
What should I put in the query parameter name if my API uses something like `limit` for page size?,build/code-in-n8n/cookbook/http-request-node/pagination#4,build/code-in-n8n/cookbook/http-request-node/pagination
Where do I enter the page size value in the HTTP Request node?,build/code-in-n8n/cookbook/http-request-node/pagination#4,build/code-in-n8n/cookbook/http-request-node/pagination
How can I get the current date/time as milliseconds since the Unix epoch in n8n?,build/work-with-data/transform-data/expression-reference/datetime#28,build/work-with-data/transform-data/expression-reference/datetime
"What does the DateTime toMillis method return, and what type is the result?",build/work-with-data/transform-data/expression-reference/datetime#28,build/work-with-data/transform-data/expression-reference/datetime
Can you show an example of converting $now into a millisecond timestamp?,build/work-with-data/transform-data/expression-reference/datetime#28,build/work-with-data/transform-data/expression-reference/datetime
How do I set up a loop in n8n that keeps running until a certain condition is true?,build/flow-logic/loop#2,build/flow-logic/loop
"What node should I use if I want to process every incoming item one by one, and what batch size should I set?",build/flow-logic/loop#2,build/flow-logic/loop
Why would I choose to handle items in batches instead of all at once in a workflow?,build/flow-logic/loop#2,build/flow-logic/loop
"How does this workflow handle questions the AI model can't answer, and what does it ask the user for in that case?",build/integrate-ai/ai-examples/set-a-human-fallback-for-ai-workflows#0,build/integrate-ai/ai-examples/set-a-human-fallback-for-ai-workflows
Which n8n nodes are used to set up the chat interface and to run the helper workflow?,build/integrate-ai/ai-examples/set-a-human-fallback-for-ai-workflows#0,build/integrate-ai/ai-examples/set-a-human-fallback-for-ai-workflows
"What happens after GPT-4 fails to respond, and how does the request get passed to Slack for human support?",build/integrate-ai/ai-examples/set-a-human-fallback-for-ai-workflows#0,build/integrate-ai/ai-examples/set-a-human-fallback-for-ai-workflows
What’s the easiest way to read JSON from the item currently going through the node?,build/work-with-data/reference-data/reference-previous-nodes#0,build/work-with-data/reference-data/reference-previous-nodes
"How can I pull JSON from an item that came from an earlier, connected node?",build/work-with-data/reference-data/reference-previous-nodes#0,build/work-with-data/reference-data/reference-previous-nodes
Which two data access patterns are mentioned for getting item JSON in n8n?,build/work-with-data/reference-data/reference-previous-nodes#0,build/work-with-data/reference-data/reference-previous-nodes
"How can I check whether a text begins with a given substring in n8n, and is the comparison sensitive to capitalization?",build/work-with-data/transform-data/expression-reference/string#28,build/work-with-data/transform-data/expression-reference/string
"What does the String startsWith method return, and what arguments does it take?",build/work-with-data/transform-data/expression-reference/string#28,build/work-with-data/transform-data/expression-reference/string
Can I start the startsWith check from a specific character position instead of the beginning?,build/work-with-data/transform-data/expression-reference/string#28,build/work-with-data/transform-data/expression-reference/string
How can I turn a boolean value into a numeric value in n8n?,build/work-with-data/transform-data/expression-reference/boolean#1,build/work-with-data/transform-data/expression-reference/boolean
What number do true and false become when using Boolean.toNumber()?,build/work-with-data/transform-data/expression-reference/boolean#1,build/work-with-data/transform-data/expression-reference/boolean
What does the toNumber() method return when called on a boolean?,build/work-with-data/transform-data/expression-reference/boolean#1,build/work-with-data/transform-data/expression-reference/boolean
What will I learn from this quickstart guide as I build my first n8n workflow?,get-started/build-your-first-workflow#0,get-started/build-your-first-workflow
"Does this walkthrough start from an empty workflow, or do I need an existing setup first?",get-started/build-your-first-workflow#0,get-started/build-your-first-workflow
"Is n8n Cloud the suggested option for people who are just getting started, and is there a free trial?",get-started/build-your-first-workflow#0,get-started/build-your-first-workflow
How do I change the text in an existing sticky note in n8n?,build/understand-workflows/workflow-components/add-notes-and-documentation#1,build/understand-workflows/workflow-components/add-notes-and-documentation
What’s the way to finish editing a sticky note after I’ve typed my update?,build/understand-workflows/workflow-components/add-notes-and-documentation#1,build/understand-workflows/workflow-components/add-notes-and-documentation
"Does n8n support Markdown in sticky notes, and what formatting standard does it follow?",build/understand-workflows/workflow-components/add-notes-and-documentation#1,build/understand-workflows/workflow-components/add-notes-and-documentation
How can I make my own test dataset in a workflow while I'm developing it?,build/work-with-data/pin-and-mock-data#1,build/work-with-data/pin-and-mock-data
When would I choose the Edit Fields node instead of the Code node for sample data?,build/work-with-data/pin-and-mock-data#1,build/work-with-data/pin-and-mock-data
Is there a built-in node I can run to get fake data if I don't have a real example yet?,build/work-with-data/pin-and-mock-data#1,build/work-with-data/pin-and-mock-data
How do I get the first web address out of a text string with this String helper?,build/work-with-data/transform-data/expression-reference/string#5,build/work-with-data/transform-data/expression-reference/string
What happens if the string doesn’t contain any URL at all?,build/work-with-data/transform-data/expression-reference/string#5,build/work-with-data/transform-data/expression-reference/string
"Does this method pick up partial links, or does it only work with full http-style URLs?",build/work-with-data/transform-data/expression-reference/string#5,build/work-with-data/transform-data/expression-reference/string
How does n8n execution differ between running a workflow manually and having it run automatically after it’s published?,build/understand-workflows/understand-executions/types-of-executions#0,build/understand-workflows/understand-executions/types-of-executions
What are the main distinctions between clicking Execute Workflow and letting a workflow start from an event or schedule?,build/understand-workflows/understand-executions/types-of-executions#0,build/understand-workflows/understand-executions/types-of-executions
"When a workflow is published, how does its execution behavior compare with a manual run from the editor?",build/understand-workflows/understand-executions/types-of-executions#0,build/understand-workflows/understand-executions/types-of-executions
Which nodes can I use in a workflow if I want the output to be streamed back live?,build/understand-workflows/understand-executions/stream-real-time-responses#1,build/understand-workflows/understand-executions/stream-real-time-responses
"Can streaming be turned off on nodes that normally support it, and where would I change that?",build/understand-workflows/understand-executions/stream-real-time-responses#1,build/understand-workflows/understand-executions/stream-real-time-responses
When do supported nodes automatically send data as a stream instead of a normal response?,build/understand-workflows/understand-executions/stream-real-time-responses#1,build/understand-workflows/understand-executions/stream-real-time-responses
What does the params property on a node output give you back?,build/work-with-data/transform-data/expression-reference/nodeoutputdata#5,build/work-with-data/transform-data/expression-reference/nodeoutputdata
"Where can I access the configuration values I entered in a node’s UI, like its operation setting?",build/work-with-data/transform-data/expression-reference/nodeoutputdata#5,build/work-with-data/transform-data/expression-reference/nodeoutputdata
What type is returned when I use params on a node output?,build/work-with-data/transform-data/expression-reference/nodeoutputdata#5,build/work-with-data/transform-data/expression-reference/nodeoutputdata
"How can I ask the assistant to build a workflow that checks email each morning, stores invoice attachments in Drive, and writes a record to a table, while making sure it asks before publishing?",build/ways-of-building-workflows/ai-assistant-preview#4,build/ways-of-building-workflows/ai-assistant-preview
"What prompt should I use to have the assistant inspect the most recent failed run, tell me what broke, and propose a fix without changing anything first?",build/ways-of-building-workflows/ai-assistant-preview#4,build/ways-of-building-workflows/ai-assistant-preview
How would I tell the assistant to modify an existing flow so failed orders go to Slack and the API call is retried after 10 minutes?,build/ways-of-building-workflows/ai-assistant-preview#4,build/ways-of-building-workflows/ai-assistant-preview
How do I convert a string so it’s safe to put in a URL in n8n?,build/work-with-data/transform-data/expression-reference/string#41,build/work-with-data/transform-data/expression-reference/string
What does the optional `allChars` setting change when I URL-encode a string?,build/work-with-data/transform-data/expression-reference/string#41,build/work-with-data/transform-data/expression-reference/string
What happens to spaces and characters like `=` or `?` when I use `urlEncode()`?,build/work-with-data/transform-data/expression-reference/string#41,build/work-with-data/transform-data/expression-reference/string
